pm,stator_yoke,stator_tooth,stator_winding
-0.65589267,-0.78232145,-0.63219887,-0.46394607
-0.6649314,-0.7763435,-0.62799436,-0.45945862
-0.68293166,-0.7660227,-0.62134707,-0.4524476
-0.7121447,-0.74867433,-0.6100061,-0.4405169
-0.733156,-0.7342754,-0.5998029,-0.4296596
-0.74842644,-0.724079,-0.5925423,-0.42191902
-0.7441619,-0.7255329,-0.59309787,-0.42243028
-0.7403993,-0.72805905,-0.5948722,-0.42432892
-0.73404413,-0.7322722,-0.5977801,-0.42736706
-0.72340924,-0.7410284,-0.60444915,-0.43446267
-0.71258336,-0.7493434,-0.6107796,-0.44135785
-0.70229644,-0.7571657,-0.6166234,-0.44763047
-0.7050883,-0.75716484,-0.6174437,-0.44870967
-0.70363516,-0.75948143,-0.6196043,-0.45111713
-0.7017869,-0.7615985,-0.62144727,-0.45312697
-0.702511,-0.7624366,-0.62257606,-0.4544666
-0.7048107,-0.7616252,-0.6222978,-0.45423865
-0.7040123,-0.7623529,-0.62287885,-0.45488024
-0.70301616,-0.7624266,-0.62270045,-0.45465142
-0.70226455,-0.76276577,-0.622711,-0.45454562
-0.6971872,-0.7642452,-0.6229602,-0.4546467
-0.69353676,-0.76544607,-0.6232402,-0.45479086
-0.6844062,-0.7688459,-0.62443936,-0.45577943
-0.6824272,-0.7669631,-0.6219274,-0.452915
-0.6800704,-0.7660522,-0.6204108,-0.45118296
-0.68638074,-0.7621691,-0.61775607,-0.44837958
-0.68970186,-0.75919896,-0.615412,-0.44584686
-0.69087297,-0.7580815,-0.6145101,-0.44484952
-0.694638,-0.7570512,-0.61430705,-0.44471824
-0.70288193,-0.7536362,-0.61275977,-0.44322747
-0.7228372,-0.7435291,-0.6069742,-0.43730623
-0.73758847,-0.7364149,-0.6030202,-0.43328854
-0.7349888,-0.7391091,-0.60536295,-0.43590516
-0.7283787,-0.7454638,-0.6105914,-0.44162485
-0.7186577,-0.7529183,-0.6162211,-0.4477147
-0.7144686,-0.75567096,-0.6182226,-0.44988495
-0.70984733,-0.75863457,-0.6202599,-0.45206478
-0.7097037,-0.7593839,-0.62100726,-0.4529014
-0.7045146,-0.76199186,-0.6224865,-0.45435247
-0.7042994,-0.7609256,-0.62128615,-0.45301908
-0.710926,-0.7550438,-0.6166361,-0.44793382
-0.7144934,-0.75208694,-0.6142225,-0.44529402
-0.7188513,-0.7467669,-0.6095413,-0.44011208
-0.7179415,-0.7445153,-0.6069898,-0.43724033
-0.71749836,-0.744151,-0.6064259,-0.4366011
-0.71737957,-0.7430192,-0.60523355,-0.43531922
-0.7106721,-0.74684185,-0.6075981,-0.43775356
-0.70515513,-0.74979186,-0.6093529,-0.43956557
-0.7007227,-0.7516733,-0.6102759,-0.44047877
-0.702284,-0.7513943,-0.610323,-0.44050434
-0.70434433,-0.75180095,-0.611138,-0.4413891
-0.7075187,-0.7537185,-0.6139633,-0.44464445
-0.70512646,-0.75687224,-0.6168128,-0.4477726
-0.7066708,-0.7576293,-0.6181055,-0.44933018
-0.7083666,-0.757581,-0.61857134,-0.4499611
-0.7068865,-0.7589152,-0.6197064,-0.45122874
-0.70841956,-0.75877726,-0.6199731,-0.45158437
-0.7095767,-0.7585295,-0.6200445,-0.4517401
-0.7082015,-0.75934815,-0.62052023,-0.45221016
-0.7059529,-0.75974774,-0.62031615,-0.4518584
-0.70263386,-0.7597917,-0.619397,-0.45061484
-0.69119656,-0.7640735,-0.6210551,-0.45213294
-0.68336946,-0.766345,-0.6214667,-0.45232868
-0.66725725,-0.77228034,-0.6237874,-0.45450696
-0.6464931,-0.7795082,-0.62636214,-0.45690718
-0.63602763,-0.78143996,-0.62587214,-0.45619005
-0.6259988,-0.7832086,-0.6252938,-0.45536703
-0.611975,-0.78585416,-0.62461436,-0.45434952
-0.6043432,-0.7883549,-0.6253934,-0.4550635
-0.5995856,-0.7918312,-0.62797165,-0.45786878
-0.6010954,-0.7930985,-0.62988526,-0.46012235
-0.6017661,-0.79551184,-0.6327224,-0.4632351
-0.59134054,-0.7994625,-0.6343594,-0.4648704
-0.5824825,-0.80184734,-0.63463706,-0.4649416
-0.5745365,-0.8039773,-0.6348548,-0.46509627
-0.5784825,-0.80516046,-0.6372396,-0.4678114
-0.5730728,-0.80573034,-0.636508,-0.46695292
-0.57550967,-0.8059449,-0.6374699,-0.46802977
-0.5770638,-0.80590045,-0.6379477,-0.46860272
-0.5744894,-0.8045802,-0.63578457,-0.46613637
-0.57303846,-0.80352795,-0.63419026,-0.46437398
-0.5779383,-0.80134475,-0.6329941,-0.46310878
-0.5794765,-0.79784656,-0.6295099,-0.45923525
-0.5853029,-0.79478604,-0.62755024,-0.4571932
-0.6022845,-0.79131085,-0.62817323,-0.45820212
-0.6262402,-0.7851825,-0.6275806,-0.45803714
-0.6475084,-0.77718496,-0.6242881,-0.45479092
-0.6585935,-0.7717675,-0.6213024,-0.45174453
-0.6687878,-0.7682729,-0.6201006,-0.45064923
-0.67163426,-0.76885104,-0.6213925,-0.45212874
-0.68236536,-0.76504767,-0.62005645,-0.4508992
-0.6915048,-0.76320857,-0.62038434,-0.45152628
-0.6931785,-0.7640031,-0.6217203,-0.45309764
-0.7045843,-0.75870097,-0.6189984,-0.45041627
-0.72090733,-0.7501447,-0.6140075,-0.44536948
-0.7315109,-0.74448824,-0.61059046,-0.44187322
-0.7699447,-0.7229219,-0.5961843,-0.42650142
-0.80254066,-0.71039903,-0.5885451,-0.41788304
-0.8272612,-0.70327884,-0.5843332,-0.4126174
-0.8393787,-0.7000027,-0.58226264,-0.40989184
-0.82832944,-0.69970936,-0.58066165,-0.40843773
-0.80892986,-0.7026795,-0.5812673,-0.4095792
-0.782647,-0.7105695,-0.58532345,-0.41426814
-0.764362,-0.7188247,-0.5903893,-0.41971266
-0.76267624,-0.71843016,-0.5895699,-0.41876468
-0.76084363,-0.71798784,-0.5886903,-0.41773355
-0.7480567,-0.72470456,-0.59297466,-0.42229098
-0.72661114,-0.73710585,-0.6011017,-0.43086988
-0.70773643,-0.7479789,-0.60802585,-0.43807593
-0.6897763,-0.7595509,-0.615958,-0.44652092
-0.67075,-0.7716713,-0.6241616,-0.45521528
-0.65392697,-0.7820604,-0.63108706,-0.46251068
-0.6543139,-0.78432906,-0.6336457,-0.46537346
-0.6557979,-0.7853489,-0.6351298,-0.4670478
-0.6632064,-0.7840232,-0.6355388,-0.46768725
-0.673283,-0.7789597,-0.6326849,-0.46476158
-0.67849356,-0.7767684,-0.6316336,-0.4637494
-0.67514396,-0.77901125,-0.63317204,-0.46541518
-0.6724163,-0.7803843,-0.6339814,-0.46629995
-0.67814696,-0.77646035,-0.63122255,-0.4633823
-0.68173724,-0.7735002,-0.6289509,-0.46088928
-0.6762846,-0.7740885,-0.62813073,-0.4597722
-0.6736018,-0.773144,-0.6263621,-0.45764837
-0.65948683,-0.7773424,-0.6272909,-0.45832005
-0.65793097,-0.77598405,-0.62542784,-0.4562089
-0.6467403,-0.77911633,-0.6259289,-0.45648694
-0.6272712,-0.78343856,-0.6258321,-0.4560149
-0.6196652,-0.78438693,-0.62498164,-0.45490664
-0.6426468,-0.7782879,-0.62415767,-0.45447242
-0.6644229,-0.7716446,-0.6224446,-0.45301673
-0.6760004,-0.7696678,-0.6231648,-0.45407057
-0.684319,-0.7668006,-0.6223134,-0.4534146
-0.69141406,-0.7655325,-0.62281245,-0.4542231
-0.6966662,-0.7645897,-0.6230882,-0.45464396
-0.6998353,-0.76362133,-0.62289536,-0.4545482
-0.6924563,-0.76820695,-0.62598497,-0.45781535
-0.6877899,-0.7716995,-0.6285382,-0.4605629
-0.6799619,-0.77652466,-0.6317015,-0.46387532
-0.67356277,-0.7779347,-0.6317304,-0.46377212
-0.67195666,-0.7781361,-0.6315671,-0.46354288
-0.672943,-0.77665913,-0.6301709,-0.46198344
-0.68572825,-0.76861215,-0.62461096,-0.4560564
-0.6943065,-0.7619022,-0.6194805,-0.45048553
-0.7005543,-0.75662506,-0.6153549,-0.44601443
-0.7056188,-0.75151217,-0.611194,-0.44150728
-0.7072078,-0.750109,-0.61003315,-0.4402534
-0.7115761,-0.7468251,-0.6076054,-0.43765813
-0.7156272,-0.74454284,-0.6061275,-0.43605006
-0.7172136,-0.744196,-0.6062068,-0.4362524
-0.7123231,-0.74792,-0.6089492,-0.43913284
-0.7155654,-0.74809265,-0.6100268,-0.4404952
-0.7068807,-0.7551693,-0.6155445,-0.44648132
-0.6908853,-0.76627713,-0.6234729,-0.45495072
-0.68830955,-0.76980674,-0.6265879,-0.4583776
-0.69890356,-0.76418066,-0.6233518,-0.45510805
-0.6989629,-0.7653472,-0.62466073,-0.45662394
-0.7004602,-0.76489425,-0.6245468,-0.45654145
-0.6920896,-0.76954526,-0.6274829,-0.45962897
-0.68092775,-0.77433,-0.6297325,-0.46174732
-0.674953,-0.7764432,-0.6304259,-0.46230912
-0.68090975,-0.7724399,-0.62761647,-0.4593423
-0.6806731,-0.7704927,-0.62547505,-0.45692465
-0.6783937,-0.7692706,-0.6235108,-0.4546071
-0.6748909,-0.76987386,-0.6232196,-0.45420948
-0.67600113,-0.7675825,-0.6209878,-0.45172057
-0.6735173,-0.7678439,-0.62062633,-0.45129478
-0.6721336,-0.7673164,-0.6197665,-0.45032918
-0.67461747,-0.7649472,-0.617905,-0.4483161
-0.6775554,-0.76400816,-0.61770356,-0.44820875
-0.6739328,-0.7680176,-0.6211513,-0.45200977
-0.6672853,-0.7739372,-0.6258335,-0.45706928
-0.6687241,-0.7756459,-0.62802875,-0.45954055
-0.6898549,-0.76711965,-0.6241703,-0.4557588
-0.7104418,-0.7569767,-0.6185487,-0.4501089
-0.7126654,-0.75649995,-0.61863786,-0.4502842
-0.71391,-0.75614905,-0.61863995,-0.4503594
-0.71497965,-0.7559225,-0.6187553,-0.45060042
-0.7513913,-0.7339653,-0.60396004,-0.43491158
-0.77767396,-0.7209657,-0.5954486,-0.4256371
-0.8080441,-0.7075919,-0.58629864,-0.4152152
-0.83203536,-0.6995319,-0.5808604,-0.40849927
-0.8497833,-0.6951766,-0.5781559,-0.40478608
-0.8306713,-0.6945825,-0.5754882,-0.40252656
-0.81740797,-0.69540006,-0.57471305,-0.40202504
-0.8134205,-0.6944487,-0.57323384,-0.40050337
-0.7945435,-0.69971555,-0.5759219,-0.40373322
-0.7673204,-0.71225244,-0.58409506,-0.41275713
-0.7526323,-0.7206384,-0.58982074,-0.4189213
-0.7426776,-0.72731894,-0.5945468,-0.42394647
-0.7206388,-0.7431408,-0.60598326,-0.43609345
-0.7041614,-0.7556667,-0.61526495,-0.4460254
-0.69551533,-0.7630652,-0.6210512,-0.45229143
-0.68969226,-0.76871026,-0.62561244,-0.45723566
-0.66331404,-0.78303415,-0.63445264,-0.46641564
-0.6404134,-0.7926434,-0.6392923,-0.4713251
-0.628533,-0.7978121,-0.6420144,-0.47415295
-0.60893124,-0.8030705,-0.6429369,-0.47481173
-0.6056934,-0.8034988,-0.6425408,-0.47424206
-0.60352445,-0.8037878,-0.64230657,-0.4739464
-0.60254985,-0.8016745,-0.6397644,-0.471098
-0.6023059,-0.80046356,-0.6383234,-0.46948305
-0.5957558,-0.7984402,-0.634369,-0.46490192
-0.60114056,-0.79460496,-0.6316682,-0.46205914
-0.6210739,-0.7885338,-0.62995476,-0.46047208
-0.63241553,-0.7834074,-0.62722,-0.4576508
-0.65161693,-0.7760474,-0.624056,-0.45455933
-0.6671284,-0.7692849,-0.6206397,-0.45112783
-0.6747333,-0.7658973,-0.6188159,-0.44924104
-0.68951195,-0.7593617,-0.61560917,-0.4460707
-0.6884503,-0.76171994,-0.6178355,-0.44852856
-0.6907941,-0.76317716,-0.62000865,-0.45101768
-0.6886786,-0.7664346,-0.6229837,-0.45426905
-0.68009776,-0.77322793,-0.6281205,-0.45979542
-0.6825712,-0.77292955,-0.62852925,-0.4603663
-0.6864159,-0.77267057,-0.62925136,-0.46132416
-0.69904864,-0.7665337,-0.62587535,-0.45795214
-0.72296715,-0.75274724,-0.6171515,-0.4489129
-0.73475516,-0.745679,-0.61244696,-0.44395667
-0.7475215,-0.7369036,-0.60607517,-0.4370994
-0.7464245,-0.73689294,-0.6057676,-0.4366737
-0.7365624,-0.7420903,-0.6089326,-0.4399475
-0.7273893,-0.74661046,-0.6115322,-0.44260642
-0.72293866,-0.7468468,-0.61054707,-0.44127053
-0.7319065,-0.7392208,-0.6045172,-0.43471637
-0.74016327,-0.73231626,-0.59912467,-0.4288961
-0.7460084,-0.7279004,-0.59575164,-0.42523086
-0.75475574,-0.72160757,-0.5911854,-0.42040297
-0.75572157,-0.72075075,-0.59049654,-0.41966948
-0.75444174,-0.72066826,-0.5901971,-0.41936344
-0.77699727,-0.70981103,-0.58339524,-0.41206565
-0.78237975,-0.70979893,-0.58437586,-0.413163
-0.77967566,-0.71418613,-0.58844924,-0.41764954
-0.77681,-0.7177355,-0.5916635,-0.42123166
-0.7716893,-0.72217923,-0.59544224,-0.42547593
-0.7596245,-0.7297982,-0.6011142,-0.43173093
-0.7454566,-0.73866147,-0.6074256,-0.43855268
-0.735397,-0.74464417,-0.6114554,-0.44280782
-0.719494,-0.75414026,-0.6177563,-0.44946167
-0.70443696,-0.7618865,-0.6223076,-0.4541317
-0.69250834,-0.7681264,-0.6259187,-0.45777965
-0.68419105,-0.7707937,-0.6266806,-0.45840624
-0.6779981,-0.7713179,-0.625778,-0.45727855
-0.68649715,-0.7655889,-0.6216724,-0.4528521
-0.71031123,-0.750607,-0.6115481,-0.4421497
-0.7334725,-0.7352413,-0.6007884,-0.43070555
-0.7524647,-0.7228937,-0.5920279,-0.42131132
-0.7534168,-0.7216354,-0.5908595,-0.4199865
-0.74524546,-0.7261143,-0.59383327,-0.4232012
-0.73902786,-0.73079026,-0.5973795,-0.42703357
-0.73596704,-0.7354027,-0.6015202,-0.43157172
-0.72570074,-0.74394447,-0.60820657,-0.43882433
-0.7217377,-0.74764884,-0.6112654,-0.4421943
-0.7196834,-0.75090367,-0.61427367,-0.44556224
-0.7319121,-0.743783,-0.60975516,-0.440863
-0.74476886,-0.73737806,-0.60594183,-0.43688247
-0.7724104,-0.72339875,-0.59694505,-0.4272281
-0.8020662,-0.7119237,-0.5899598,-0.41937977
-0.815748,-0.7079803,-0.5877501,-0.41667455
-0.8225073,-0.7050143,-0.58547777,-0.4139404
-0.81716454,-0.7050874,-0.5848671,-0.41338906
-0.80865973,-0.7062994,-0.58493185,-0.4135843
-0.805761,-0.70487565,-0.58309346,-0.41164485
-0.8126904,-0.6996892,-0.5786412,-0.40656254
-0.8312819,-0.6921903,-0.57314074,-0.39997214
-0.8447415,-0.68727446,-0.56948626,-0.3954514
-0.83296126,-0.6879337,-0.5688625,-0.3951336
-0.81013536,-0.69444203,-0.5727471,-0.40000898
-0.7910062,-0.7015267,-0.57719296,-0.4051559
-0.7820068,-0.7066324,-0.58091515,-0.40924218
-0.780941,-0.7089967,-0.583165,-0.41169712
-0.7778396,-0.71334285,-0.5871551,-0.41613525
-0.7674161,-0.72133815,-0.5935126,-0.42311096
-0.7540675,-0.7307124,-0.60075927,-0.4311317
-0.7397938,-0.74107754,-0.60867035,-0.43979558
-0.7286127,-0.7493185,-0.61482924,-0.44644403
-0.71940064,-0.7555864,-0.61925817,-0.45115197
-0.71003133,-0.76110053,-0.6228357,-0.45490515
-0.69738764,-0.7679668,-0.62705636,-0.45926136
-0.68694866,-0.7734132,-0.63029397,-0.46260136
-0.6802923,-0.77612203,-0.631449,-0.4636745
-0.67478,-0.7770595,-0.63106984,-0.4630654
-0.6705294,-0.77640986,-0.6293016,-0.46097803
-0.6713656,-0.77434254,-0.62717235,-0.45854402
-0.6727443,-0.772633,-0.6255941,-0.45675483
-0.6713064,-0.7713634,-0.6238975,-0.45487538
-0.6672923,-0.7715827,-0.6230915,-0.45385283
-0.66404575,-0.7719845,-0.622673,-0.45329604
-0.6666223,-0.772134,-0.6233869,-0.4541486
-0.67634594,-0.7688182,-0.6222774,-0.45313594
-0.6864251,-0.7653084,-0.62111354,-0.45210135
-0.6904579,-0.7654166,-0.6222467,-0.45346254
-0.6925877,-0.7660645,-0.62354004,-0.4550261
-0.6926464,-0.7676002,-0.62534994,-0.4571423
-0.6984767,-0.76607126,-0.62515825,-0.45705968
-0.70165735,-0.76519024,-0.62513655,-0.4571906
-0.6998659,-0.7673736,-0.6270908,-0.45939025
-0.70095754,-0.7668287,-0.62681186,-0.4591388
-0.7016989,-0.7654956,-0.6256236,-0.45785534
-0.70067036,-0.76609236,-0.6259552,-0.45820147
-0.71451443,-0.7574642,-0.620074,-0.45193896
-0.73237854,-0.7449023,-0.61099494,-0.4421864
-0.7538237,-0.730784,-0.6008962,-0.43135357
-0.7694842,-0.7198931,-0.59255195,-0.42218244
-0.77800906,-0.7121408,-0.58601916,-0.41493592
-0.7876346,-0.7061769,-0.58140707,-0.4097683
-0.79506207,-0.70206255,-0.5783819,-0.40641445
-0.8179336,-0.6936453,-0.57293224,-0.40001178
-0.84189105,-0.6894333,-0.5713945,-0.39763382
-0.8592884,-0.68772644,-0.57127315,-0.3967229
-0.87141323,-0.68774706,-0.57230836,-0.3972196
-0.8751546,-0.69075257,-0.575745,-0.40080047
-0.8772203,-0.6940074,-0.57933164,-0.40465754
-0.8791056,-0.69680506,-0.5824514,-0.40802872
-0.8696756,-0.69916403,-0.58424664,-0.41064772
-0.8462821,-0.70242196,-0.5855278,-0.4132529
-0.80904084,-0.7103989,-0.58945304,-0.41877818
-0.7814087,-0.72013503,-0.59531236,-0.42555067
-0.7572936,-0.7314048,-0.6025537,-0.43347257
-0.7334735,-0.7445079,-0.61114186,-0.4426058
-0.7150856,-0.7550448,-0.61794883,-0.44975716
-0.70589113,-0.75938797,-0.62016404,-0.45186904
-0.70425814,-0.7595834,-0.6197626,-0.4512395
-0.70705426,-0.75564754,-0.61617804,-0.44726196
-0.70846033,-0.7537297,-0.61428154,-0.4450686
-0.7063331,-0.75402844,-0.6139536,-0.44458514
-0.69605637,-0.7581708,-0.6158598,-0.44647145
-0.68834376,-0.7609854,-0.61696225,-0.44749936
-0.6831102,-0.76442295,-0.6193217,-0.45001757
-0.68252903,-0.7657585,-0.6206575,-0.45152524
-0.68796706,-0.7648778,-0.6210943,-0.45215487
-0.6846256,-0.7688694,-0.6246314,-0.4560847
-0.6660992,-0.7793016,-0.63133943,-0.46317184
-0.64842236,-0.7889061,-0.63735527,-0.46951225
-0.6388565,-0.7943587,-0.6408912,-0.47322053
-0.6376314,-0.79557973,-0.6419272,-0.47431248
-0.63439304,-0.79802865,-0.6437758,-0.4763146
-0.6176767,-0.802674,-0.64478153,-0.47713506
-0.61087644,-0.80324054,-0.6437173,-0.47577688
-0.6031367,-0.80350316,-0.64199156,-0.47364217
-0.6164737,-0.7998273,-0.6412355,-0.47305292
-0.6279028,-0.795974,-0.63974595,-0.47159788
-0.64010274,-0.79032373,-0.6365416,-0.46821398
-0.64816034,-0.7837204,-0.6315517,-0.46287462
-0.65399134,-0.7795378,-0.62846285,-0.4595758
-0.6663396,-0.7719357,-0.6233736,-0.4541875
-0.6715194,-0.7681923,-0.620659,-0.45131677
-0.67761225,-0.76466256,-0.61845195,-0.44906002
-0.68848443,-0.7614044,-0.617538,-0.44823223
-0.7057464,-0.7536113,-0.6135725,-0.4443022
-0.72474784,-0.74430966,-0.6083397,-0.4389481
-0.7418011,-0.7351085,-0.60274935,-0.43318573
-0.74635196,-0.7338244,-0.6025514,-0.43312612
-0.7474226,-0.7356532,-0.6047166,-0.43555844
-0.7603938,-0.73043627,-0.602025,-0.43280768
-0.76300794,-0.73003155,-0.60218644,-0.4330687
-0.7680242,-0.72736835,-0.60043716,-0.43120748
-0.7698637,-0.7266159,-0.6000135,-0.43076617
-0.7935991,-0.7163175,-0.5933302,-0.42328268
-0.8156391,-0.7084698,-0.588297,-0.41732168
-0.8360594,-0.70308226,-0.58512753,-0.41319984
-0.8526783,-0.69905037,-0.58257574,-0.4096418
-0.86522186,-0.6947642,-0.5791761,-0.40519994
-0.8755144,-0.68999076,-0.574921,-0.39981627
-0.88415235,-0.6865467,-0.57186013,-0.39580795
-0.8849201,-0.68387455,-0.5690763,-0.3926439
-0.89083683,-0.6821642,-0.56767243,-0.39068636
-0.89655423,-0.68093544,-0.56673086,-0.38923192
-0.89968693,-0.681941,-0.56796575,-0.39035726
-0.8983487,-0.6852506,-0.571362,-0.3942058
-0.8742711,-0.6890377,-0.57376057,-0.3985429
-0.8424416,-0.69549036,-0.57764226,-0.40442067
-0.8031827,-0.7081205,-0.58604765,-0.41491443
-0.7699043,-0.7246326,-0.59770864,-0.4280114
-0.74018574,-0.7424853,-0.6103026,-0.4416543
-0.7188134,-0.7562902,-0.6199541,-0.4519711
-0.7044051,-0.7651326,-0.6258807,-0.4582388
-0.6843901,-0.7761942,-0.63272744,-0.46531945
-0.659751,-0.7880279,-0.639334,-0.47207376
-0.6477286,-0.7922641,-0.6409298,-0.47352824
-0.63951635,-0.7939527,-0.6406813,-0.47298747
-0.6205383,-0.798315,-0.6405422,-0.47235644
-0.62398094,-0.7948278,-0.6374676,-0.46895003
-0.63966703,-0.78808755,-0.6339704,-0.46535134
-0.65694094,-0.7796394,-0.62912184,-0.4603064
-0.67306364,-0.7706911,-0.62358344,-0.45453748
-0.6826149,-0.76446867,-0.6193816,-0.45014447
-0.69704145,-0.7566104,-0.6146025,-0.44521317
-0.7154618,-0.7468392,-0.6087389,-0.4391384
-0.7182763,-0.7473688,-0.60998803,-0.44062608
-0.719327,-0.74887663,-0.6118422,-0.44270623
-0.7307858,-0.74297845,-0.60843915,-0.439221
-0.74353963,-0.73730147,-0.60550565,-0.43631786
-0.750013,-0.7340084,-0.6035799,-0.4343437
-0.75496066,-0.7322771,-0.6028697,-0.43368167
-0.74502283,-0.7389767,-0.6078178,-0.43904862
-0.7324986,-0.74654764,-0.6130722,-0.44470945
-0.7212671,-0.75350964,-0.61781883,-0.44975606
-0.704066,-0.7644872,-0.6251743,-0.45747495
-0.69263107,-0.77081203,-0.62904394,-0.461466
-0.6805909,-0.7771384,-0.632748,-0.46523777
-0.67521447,-0.78020054,-0.63466924,-0.46726173
-0.6677274,-0.78070605,-0.6332558,-0.4653853
-0.65478843,-0.7838813,-0.6334595,-0.46531197
-0.62176293,-0.79209757,-0.6340138,-0.46512645
-0.591438,-0.7944015,-0.62863016,-0.45849735
-0.5755626,-0.7936024,-0.6233103,-0.45221293
-0.56702816,-0.7923009,-0.6194058,-0.44780546
-0.5562994,-0.7910441,-0.6148091,-0.44266766
-0.55197847,-0.7913335,-0.6139302,-0.44173875
-0.5561835,-0.79514986,-0.61944366,-0.4478379
-0.567454,-0.80004275,-0.6282198,-0.45760185
-0.58709264,-0.80371034,-0.6377577,-0.46851864
-0.60657257,-0.80390847,-0.6430752,-0.47487736
-0.6129528,-0.80403566,-0.6448486,-0.47699475
-0.61095834,-0.80538857,-0.64590913,-0.47816363
-0.614548,-0.8050167,-0.6464307,-0.47883874
-0.6177964,-0.80404115,-0.6461847,-0.47866392
-0.61122143,-0.8046546,-0.6452892,-0.4775607
-0.60295475,-0.8053989,-0.6440156,-0.47595057
-0.59471405,-0.8052448,-0.6417916,-0.4733284
-0.5754052,-0.8040663,-0.635306,-0.46569893
-0.55588955,-0.7994948,-0.6244358,-0.45338252
-0.54310673,-0.79223263,-0.61245245,-0.44022357
-0.53443474,-0.7858558,-0.6031504,-0.43032753
-0.52753067,-0.77971876,-0.5950499,-0.42183894
-0.5229746,-0.7754141,-0.589682,-0.41648608
-0.5185967,-0.77197,-0.58535683,-0.41202098
-0.51774067,-0.7724166,-0.5858664,-0.41294533
-0.51709265,-0.7738361,-0.5872869,-0.41449964
-0.5193701,-0.7778082,-0.5917211,-0.41897067
-0.5231794,-0.7828641,-0.59762734,-0.42496797
-0.5259143,-0.78751576,-0.6031854,-0.43088898
-0.5276927,-0.7912499,-0.60758364,-0.4354734
-0.53055644,-0.7949649,-0.61228836,-0.4404732
-0.53232247,-0.79727477,-0.6153088,-0.44360372
-0.53288674,-0.79806006,-0.61635256,-0.4448315
-0.5321899,-0.79758847,-0.6156369,-0.44412392
-0.53295404,-0.7975647,-0.6158218,-0.44424498
-0.5398318,-0.7998667,-0.62023157,-0.44885877
-0.55460244,-0.8035735,-0.6287866,-0.45821315
-0.57688934,-0.80512726,-0.636896,-0.46745974
-0.6016783,-0.8014201,-0.63915795,-0.47040063
-0.62114924,-0.7951282,-0.63720006,-0.4686725
-0.6387927,-0.787602,-0.6333553,-0.4647322
-0.65408766,-0.78027534,-0.6291394,-0.46031925
-0.66000235,-0.7758462,-0.6259264,-0.4569311
-0.65767694,-0.77652705,-0.6260868,-0.45701295
-0.6540348,-0.7778113,-0.6266684,-0.45763728
-0.64691913,-0.78192335,-0.62925595,-0.46029142
-0.63993746,-0.78658134,-0.6325346,-0.46376622
-0.63419956,-0.790104,-0.6350459,-0.46646047
-0.63468635,-0.79234,-0.63770497,-0.46949434
-0.6433165,-0.7917293,-0.6391904,-0.47135195
-0.65215075,-0.7893845,-0.63891417,-0.471313
-0.6606095,-0.7866452,-0.63810724,-0.47068074
-0.6684454,-0.7843434,-0.6375432,-0.47027707
-0.675308,-0.7806491,-0.63532406,-0.46801287
-0.68186367,-0.77703243,-0.6330185,-0.46559653
-0.6825992,-0.77732795,-0.63334507,-0.4658994
-0.6808517,-0.77770066,-0.63329935,-0.46578684
-0.68332237,-0.77503043,-0.6310034,-0.46325558
-0.6852431,-0.7717451,-0.6278985,-0.45974916
-0.68652874,-0.7687584,-0.624961,-0.45646638
-0.68045783,-0.7699524,-0.62456906,-0.45578837
-0.6742462,-0.77081406,-0.6239337,-0.45491946
-0.6734696,-0.76960397,-0.622498,-0.45332643
-0.67135507,-0.7709639,-0.6233852,-0.45426133
-0.65525347,-0.77878755,-0.62775373,-0.4587122
-0.62508684,-0.7898416,-0.63229483,-0.46319604
-0.5930693,-0.7975081,-0.6325422,-0.4627935
-0.57098705,-0.7998911,-0.62929523,-0.4588917
-0.5616675,-0.8012742,-0.628216,-0.45760247
-0.5635225,-0.803943,-0.6317581,-0.46153653
-0.5602784,-0.80567086,-0.63270324,-0.46258125
-0.5526186,-0.8054824,-0.63021827,-0.4597882
-0.5468518,-0.8050054,-0.62796724,-0.4572611
-0.54440695,-0.80445755,-0.6265867,-0.45576617
-0.5399182,-0.80213153,-0.62272257,-0.45156354
-0.54154056,-0.801922,-0.6230037,-0.45186973
-0.54923755,-0.80326825,-0.626696,-0.4559525
-0.5518388,-0.801804,-0.6257835,-0.45487493
-0.5451655,-0.7973248,-0.6187475,-0.4470799
-0.53633064,-0.79040295,-0.60863614,-0.43619478
-0.5294422,-0.7841873,-0.6002033,-0.42725787
-0.52528596,-0.7795955,-0.5944795,-0.42133528
-0.5288939,-0.78055614,-0.59618914,-0.42303786
-0.540323,-0.7862605,-0.6049617,-0.43208385
-0.5503336,-0.7907111,-0.61276025,-0.44047356
-0.56004,-0.79494345,-0.62035084,-0.44885063
-0.5694928,-0.79842925,-0.6271179,-0.45644718
-0.58031803,-0.8013689,-0.6335203,-0.4637773
-0.5885804,-0.8032701,-0.63790977,-0.46881998
-0.59738594,-0.804574,-0.641698,-0.47328252
-0.6042953,-0.8051015,-0.64409983,-0.47615048
-0.60847473,-0.80582345,-0.64590704,-0.4782637
-0.61345553,-0.80502516,-0.64639205,-0.47895616
-0.6195381,-0.80410606,-0.6468931,-0.47965539
-0.62182397,-0.80272603,-0.64600354,-0.47871867
-0.62068,-0.8023948,-0.6452361,-0.4777431
-0.61635196,-0.80189544,-0.6435806,-0.47577718
-0.6165848,-0.79994535,-0.641425,-0.4733211
-0.6216288,-0.79659516,-0.63896084,-0.47066346
